학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000003430,가수원초등학교,초등학교,1946-10-26,공립,본교,운영,대전광역시 서구 가수원동 471,대전광역시 서구 벌곡로 1359,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2025-10-25,36.302393709,127.3530021137,2026-03-20
B000001876,서울중화초등학교,초등학교,1946-11-07,공립,본교,운영,서울특별시 중랑구 신내동 531,서울특별시 중랑구 신내로7가길 22,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2025-10-25,37.6029216254,127.0940649949,2026-03-20
B000008924,금호중앙중학교,중학교,1959-12-26,사립,본교,운영,광주광역시 북구 운암동 140,광주광역시 북구 금호로 100,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2025-10-25,35.1785968979,126.885512579,2026-03-20
B000011103,월산중학교,중학교,2001-03-01,공립,본교,운영,경상남도 김해시 부곡동 806-10,경상남도 김해시 월산로 104,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2025-10-25,35.2052618291,128.803941683,2026-03-20
B000003476,대전하기초등학교,초등학교,2005-03-01,공립,본교,운영,대전광역시 유성구 하기동 514,대전광역시 유성구 송림로19번길 32,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2025-10-25,36.3886314463,127.321529,2026-03-20
B000002058,서울상월초등학교,초등학교,1990-03-01,공립,본교,운영,서울특별시 노원구 상계동 697,서울특별시 노원구 동일로221길 27,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2025-10-25,37.6586522394,127.0569799722,2026-03-20
B000008184,선유중학교,중학교,1985-03-05,공립,본교,운영,서울특별시 영등포구 양평동3가 82,서울특별시 영등포구 선유로 213,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2025-10-25,37.5332864655,126.8943293,2026-03-20
B000001868,서울중목초등학교,초등학교,1997-09-01,공립,본교,운영,서울특별시 중랑구 면목동 180-5,서울특별시 중랑구 동일로 665,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2025-10-25,37.5900873503,127.0793361,2026-03-20
B000012028,독산고등학교,고등학교,2002-03-02,공립,본교,운영,서울특별시 금천구 독산동 907-34,서울특별시 금천구 문성로 64,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2025-10-25,37.47621872,126.9109732,2026-03-20
B000005742,연봉초등학교,초등학교,1946-09-01,공립,본교,운영,세종특별자치시 연서면 봉암리 210-2,세종특별자치시 연서면 당산로 357-1,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2025-10-25,36.564452742,127.2820714359,2026-03-20
B000005745,연남초등학교,초등학교,1908-04-01,공립,본교,운영,세종특별자치시 연기면 연기리 397,세종특별자치시 연기면 연기길 2,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2025-10-25,36.5438808251,127.2778469542,2026-03-20
B000005744,수왕초등학교,초등학교,1973-03-01,공립,본교,운영,세종특별자치시 연기면 눌왕리 324,세종특별자치시 연기면 눌왕길 8-45,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2025-10-25,36.5434735853,127.2522261383,2026-03-20
B000010586,산이중학교,중학교,1967-03-17,공립,본교,운영,전라남도 해남군 산이면 초송리 527,전라남도 해남군 산이면 비석길 98-2,8490000,전라남도교육청,8641000,전라남도해남교육지원청,2013-11-29,2025-10-25,34.6454587759,126.4481955649,2026-03-20
B000009470,광남중학교,중학교,1982-03-05,공립,본교,운영,경기도 광명시 광명동 384-6,경기도 광명시 광명로 785,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2025-10-25,37.4700747468,126.8475588292,2026-03-20
B000013346,김해임호고등학교,고등학교,2012-03-01,공립,본교,운영,경상남도 김해시 외동 715-2,경상남도 김해시 분성로3번길 77,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2025-10-25,35.2382686393,128.8527201085,2026-03-20
B000011200,하동중앙중학교,중학교,1961-09-01,공립,본교,운영,경상남도 하동군 하동읍 읍내리 667,경상남도 하동군 하동읍 연화길 77,9010000,경상남도교육청,9181000,경상남도하동교육지원청,2013-11-29,2025-10-25,35.0766444637,127.7495276199,2026-03-20
B000003402,신탄진초등학교,초등학교,1908-09-01,공립,본교,운영,대전광역시 대덕구 석봉동 308-7,대전광역시 대덕구 석봉로3번길 50,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2025-10-25,36.4489849899,127.4225034856,2026-03-20
B000002008,서울영림초등학교,초등학교,1982-10-04,공립,본교,운영,서울특별시 영등포구 대림동 993-16,서울특별시 영등포구 시흥대로173길 14,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2025-10-25,37.4873460123,126.9025393,2026-03-20
B000002469,서천초등학교,초등학교,1985-03-01,공립,본교,운영,부산광역시 사하구 감천동 506-1,부산광역시 사하구 감천로105번길 10,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2025-10-25,35.0887415608,129.0038498,2026-03-20
B000002848,대구관천초등학교,초등학교,1993-09-01,공립,본교,운영,대구광역시 북구 태전동 999-2,대구광역시 북구 구암로22길 17,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2025-10-25,35.93053458,128.5520401332,2026-03-20
B000003352,산내초등학교,초등학교,1920-06-20,공립,본교,운영,대전광역시 동구 낭월동 632,대전광역시 동구 산내로 1292,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2025-10-25,36.2797981938,127.4700660292,2026-03-20
B000002125,서울평화초등학교,초등학교,1992-09-01,공립,본교,운영,서울특별시 송파구 가락동 106,서울특별시 송파구 송파대로26길 22,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2025-10-25,37.4915671218,127.1228236584,2026-03-20
B000003362,대전성남초등학교,초등학교,1952-04-15,공립,본교,운영,대전광역시 동구 성남동 193-5,대전광역시 동구 성남로32번길 5,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2025-10-25,36.3439443285,127.4293686795,2026-03-20
B000012076,방산고등학교,고등학교,2003-03-01,공립,본교,운영,서울특별시 송파구 방이동 220-5,서울특별시 송파구 오금로27길 18,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2025-10-25,37.50831315,127.1204696387,2026-03-20
B000008269,세륜중학교,중학교,1992-03-01,공립,본교,운영,서울특별시 송파구 오금동 7-3,서울특별시 송파구 양재대로72길 41,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2025-10-25,37.50893314,127.1312464,2026-03-20
B000003292,진남초등학교,초등학교,2007-11-26,공립,본교,운영,광주광역시 남구 노대동 732,광주광역시 남구 효우로60번길 12,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2025-10-25,35.1091272169,126.9024720855,2026-03-20
B000008068,의귀초등학교,초등학교,1959-02-20,공립,본교,운영,제주특별자치도 서귀포시 남원읍 의귀리 1483-3,제주특별자치도 서귀포시 남원읍 한신로 213,9290000,제주특별자치도교육청,9299000,제주특별자치도서귀포시교육지원청,2013-11-29,2025-10-25,33.31111895,126.714628,2026-03-20
B000002202,서울양원초등학교,초등학교,1991-05-06,공립,본교,운영,서울특별시 양천구 신월동 40-1,서울특별시 양천구 화곡로 16,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2025-10-25,37.5382173279,126.8231052242,2026-03-20
B000008405,남서울중학교,중학교,1964-11-12,공립,본교,운영,서울특별시 관악구 신림동 1690-3,서울특별시 관악구 남부순환로172길 97,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2025-10-25,37.4821362472,126.9210371353,2026-03-20
B000011104,율하중학교,중학교,2010-03-01,공립,본교,운영,경상남도 김해시 율하동 1293,경상남도 김해시 율하1로 39,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2025-10-25,35.1750809823,128.8080009586,2026-03-20
B000012153,삼성여자고등학교,고등학교,1975-03-03,사립,본교,운영,부산광역시 사하구 감천동 598,부산광역시 사하구 감천로43번길 45,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2025-10-25,35.0942249708,128.998232842,2026-03-20
B000007846,좌삼초등학교,초등학교,1946-09-20,공립,본교,운영,경상남도 양산시 상북면 좌삼리 493,경상남도 양산시 상북면 수서로 275-16,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2013-11-29,2025-10-25,35.441025787,129.0434677833,2026-03-20
B000011160,영산중학교,중학교,1951-06-25,공립,본교,운영,경상남도 창녕군 영산면 서리 253,경상남도 창녕군 영산면 영산계성로 87,9010000,경상남도교육청,9141000,경상남도창녕교육지원청,2013-11-29,2025-10-25,35.4601690997,128.5242737449,2026-03-20
B000007805,유어초등학교,초등학교,1926-10-01,공립,본교,운영,경상남도 창녕군 유어면 부곡리 481,경상남도 창녕군 유어면 마수원길 39,9010000,경상남도교육청,9141000,경상남도창녕교육지원청,2013-11-29,2025-10-25,35.5094463658,128.411012375,2026-03-20
B000002310,서울동작초등학교,초등학교,1983-04-06,공립,본교,운영,서울특별시 동작구 사당동 산9-1,서울특별시 동작구 동작대로29길 214,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2025-10-25,37.49410161,126.9765088,2026-03-20
B000012048,서울문영여자고등학교,고등학교,1992-03-01,사립,본교,운영,서울특별시 관악구 봉천동 1695,서울특별시 관악구 관악로 85,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2025-10-25,37.4729045675,126.9509180628,2026-03-20
B000002198,서울갈산초등학교,초등학교,1988-03-01,공립,본교,운영,서울특별시 양천구 신정동 330-10,서울특별시 양천구 목동로 31,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2025-10-25,37.5123715649,126.8702298754,2026-03-20
B000002049,서울태랑초등학교,초등학교,2001-09-01,공립,본교,운영,서울특별시 노원구 공릉동 116,서울특별시 노원구 화랑로51나길 31,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2025-10-25,37.6262505607,127.0906030782,2026-03-20
B000002065,서울한천초등학교,초등학교,1984-05-07,공립,본교,운영,서울특별시 노원구 월계동 3-7,서울특별시 노원구 마들로 45,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2025-10-25,37.6207093619,127.0692435268,2026-03-20
B000002467,괴정초등학교,초등학교,1970-03-01,공립,본교,운영,부산광역시 사하구 괴정동 230,부산광역시 사하구 낙동대로 152,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2025-10-25,35.103763964,128.9997579256,2026-03-20
B000003436,대전관저초등학교,초등학교,1997-09-01,공립,본교,운영,대전광역시 서구 관저동 992,대전광역시 서구 관저동로 161,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2025-10-25,36.3065592418,127.3399114515,2026-03-20
B000026788,대구국우초등학교,초등학교,2022-03-01,공립,본교,운영,대구광역시 북구 국우동 1163,대구광역시 북구 도남중앙로10길 45,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2025-10-25,35.9558227918,128.5856952,2026-03-20
B000007725,무안초등학교,초등학교,1921-04-21,공립,본교,운영,경상남도 밀양시 무안면 무안리 927-1,경상남도 밀양시 무안면 사명로 531,9010000,경상남도교육청,9101000,경상남도밀양교육지원청,2013-11-29,2025-10-25,35.4729283026,128.651293,2026-03-20
B000012181,영신고등학교,고등학교,1946-10-17,사립,본교,운영,대구광역시 동구 봉무동 524,대구광역시 동구 팔공로50길 32,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2025-10-25,35.9200042205,128.6464240151,2026-03-20
B000022613,거제장평중학교,중학교,2013-03-01,공립,본교,운영,경상남도 거제시 장평동 148,경상남도 거제시 장평4로 40,9010000,경상남도교육청,9111000,경상남도거제교육지원청,2013-11-29,2025-10-25,34.8860856898,128.6064665442,2026-03-20
B000022983,연무여자중학교,중학교,1969-11-18,사립,본교,운영,충청남도 논산시 연무읍 동산리 879,충청남도 논산시 연무읍 동안로887번길 5,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2013-11-29,2025-10-25,36.1353646633,127.1046327793,2026-03-20
